NOME,GRADUAÇÃO,FACULDADE DE GRADUAÇÃO,CURSO GRADUAÇÃO,INICIO_GRADUACAO,TERMINO_GRADUACAO,NOME,GRADUAÇÃO,ID,MESTRADO,FACULDADE DE MESTRADO,CURSO DE MESTRADO,DISSERTAÇÃO DE MESTRADO,INICIO_MESTRADO,TERMINO_MESTRADO,DOUTORADO,FACULDADE DE DOUTORADO,CURSO DE DOUTORADO,TESE DE DOUTORADO,ORIENTADOR DA TESE,INICIO_DOUTORADO,TERMINO_DOUTORADO,TITULACAO,AFILIACAO
Dinei André Rockenbach,SIM,Sociedade Educacional Três de Maio,Sistemas de Informação,2013,2017,Dinei André Rockenbach,SIM,4309165322070547,SIM,Pontifícia Universidade Católica do Rio Grande do Sul,Ciência da Computação,Suporte ao paralelismo em GPU na DSL SPar,2017,,NAO,,,,,,,,
