NOME,GRADUAÇÃO,FACULDADE DE GRADUAÇÃO,CURSO GRADUAÇÃO,INICIO_GRADUACAO,TERMINO_GRADUACAO,NOME,GRADUAÇÃO,ID,MESTRADO,FACULDADE DE MESTRADO,CURSO DE MESTRADO,DISSERTAÇÃO DE MESTRADO,INICIO_MESTRADO,TERMINO_MESTRADO,DOUTORADO,FACULDADE DE DOUTORADO,CURSO DE DOUTORADO,TESE DE DOUTORADO,ORIENTADOR DA TESE,INICIO_DOUTORADO,TERMINO_DOUTORADO,TITULACAO,AFILIACAO
Daniel Cardoso Moraes de Oliveira,SIM,Universidade Federal do Rio de Janeiro,Ciência da Computação,2000,2004,Daniel Cardoso Moraes de Oliveira,SIM,0743793296062293,SIM,Universidade Federal do Rio de Janeiro,Engenharia de Sistemas e Computação,MiningFlow: Adicionando Semântica a Workflows de Mineração de Texto,2005,2008,SIM,Universidade Federal do Rio de Janeiro,Engenharia de Sistemas e Computação,Uma Abordagem de Apoio à Execução Paralela de Workflows Científicos em Nuvens de Computadores,Marta Lima de Queirós Mattoso,2008,2012,,
