NOME,GRADUAÇÃO,FACULDADE DE GRADUAÇÃO,CURSO GRADUAÇÃO,INICIO_GRADUACAO,TERMINO_GRADUACAO,NOME,GRADUAÇÃO,ID,MESTRADO,FACULDADE DE MESTRADO,CURSO DE MESTRADO,DISSERTAÇÃO DE MESTRADO,INICIO_MESTRADO,TERMINO_MESTRADO,DOUTORADO,FACULDADE DE DOUTORADO,CURSO DE DOUTORADO,TESE DE DOUTORADO,ORIENTADOR DA TESE,INICIO_DOUTORADO,TERMINO_DOUTORADO,TITULACAO,AFILIACAO
Nádia Puchalski Kozievitch,SIM,Universidade Federal do Paraná,Ciência da Computação,1996,2001,Nádia Puchalski Kozievitch,SIM,9727123750824948,SIM,Universidade Federal do Paraná,Informática,Dados Meteorológicos: Um estudo de viabilidade utilizando um SGBD em plataforma de baixo custo,2003,2005,SIM,Universidade Estadual de Campinas,Ciência da Computação,Objetos Complexos em Bibliotecas Digitais: Analisando o Gerenciamento de Componentes de Imagens,Ricardo da S. Torres,2007,2011,,
