NOME,GRADUAÇÃO,FACULDADE DE GRADUAÇÃO,CURSO GRADUAÇÃO,INICIO_GRADUACAO,TERMINO_GRADUACAO,NOME,GRADUAÇÃO,ID,MESTRADO,FACULDADE DE MESTRADO,CURSO DE MESTRADO,DISSERTAÇÃO DE MESTRADO,INICIO_MESTRADO,TERMINO_MESTRADO,DOUTORADO,FACULDADE DE DOUTORADO,CURSO DE DOUTORADO,TESE DE DOUTORADO,ORIENTADOR DA TESE,INICIO_DOUTORADO,TERMINO_DOUTORADO,TITULACAO,AFILIACAO
Giancarlo Lucca,SIM,Universidade Federal do Rio Grande,Sistemas de Informação,2009,2013,Giancarlo Lucca,SIM,8796491947184490,SIM,Universidade Federal do Rio Grande,Engenharia de Computação,Integral de Choquet generalizada em método de raciocínio fuzzy em sistemas de classificação baseados em regras fuzzy.,2013,2015,SIM,Universidad Pública de Navarra,Ciencias y Tecnología Industriales,Aggregation and pre-aggregation functions in fuzzy rule-based classification systems,Humberto Bustince,2015,2018,,
