NOME,GRADUAÇÃO,FACULDADE DE GRADUAÇÃO,CURSO GRADUAÇÃO,INICIO_GRADUACAO,TERMINO_GRADUACAO,NOME,GRADUAÇÃO,ID,MESTRADO,FACULDADE DE MESTRADO,CURSO DE MESTRADO,DISSERTAÇÃO DE MESTRADO,INICIO_MESTRADO,TERMINO_MESTRADO,DOUTORADO,FACULDADE DE DOUTORADO,CURSO DE DOUTORADO,TESE DE DOUTORADO,ORIENTADOR DA TESE,INICIO_DOUTORADO,TERMINO_DOUTORADO,TITULACAO,AFILIACAO
José Guilherme Camargo de Souza,SIM,Universidade do Vale do Rio dos Sinos,Ciência da Computação,2002,2009,José Guilherme Camargo de Souza,SIM,1883007948533852,SIM,Universidade do Algarve,Processamento de Linguas Naturais,Coreference Resolution using Word Alignment,2009,,NAO,,,,,,,,
,,,,,,,,,,University of Wolverhampton,Natural Language Processing and HLT,Coreference Resolution using Word Alignment,2009,,,,,,,,,,
