NOME,GRADUAÇÃO,FACULDADE DE GRADUAÇÃO,CURSO GRADUAÇÃO,INICIO_GRADUACAO,TERMINO_GRADUACAO,NOME,GRADUAÇÃO,ID,MESTRADO,FACULDADE DE MESTRADO,CURSO DE MESTRADO,DISSERTAÇÃO DE MESTRADO,INICIO_MESTRADO,TERMINO_MESTRADO,DOUTORADO,FACULDADE DE DOUTORADO,CURSO DE DOUTORADO,TESE DE DOUTORADO,ORIENTADOR DA TESE,INICIO_DOUTORADO,TERMINO_DOUTORADO,TITULACAO,AFILIACAO
Renata Galante,SIM,Centro de Estudos Superiores de Londrina,Tecnologia Em Processamento de Dados,1993,1995,Renata Galante,SIM,3867942762661182,SIM,Universidade Federal do Rio Grande do Sul,Computação,Um Modelo de Evolução de Esquemas Conceituais para Bancos de Dados Orientados a Objetos com o Emprego de Versões,1996,1998,SIM,Universidade Federal do Rio Grande do Sul,Computação,Modelo Temporal de Versionamento com Suporte à Evolução de Esquemas,Clesio Saraiva dos Santos e Nina Edelweiss,1999,2003,,
